cas,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRings,pEC50
144741,277.306,-0.8766000000000003,87.15,1.0,5.0,3.0,2.0,2.0,4.1938200260161125
470906,359.573,5.7283000000000035,44.760000000000005,0.0,4.0,7.0,1.0,1.0,4.5
298022,260.38599999999997,3.727700000000003,18.46,0.0,5.0,8.0,0.0,0.0,4.480411998265592
51338273,341.18999999999994,4.726000000000003,44.760000000000005,0.0,4.0,5.0,2.0,2.0,4.231966298201778
3425465,144.076,-3.36002,23.79,0.0,1.0,0.0,0.0,0.0,7.158591642606853
52315078,416.30400000000003,6.177980000000003,59.32000000000001,0.0,4.0,6.0,3.0,2.0,10.318380588101926
52918635,505.2060000000001,6.490180000000004,59.32000000000001,0.0,4.0,6.0,3.0,2.0,10.402438504080392
17599814,223.15499999999997,-1.3429999999999993,80.25999999999999,0.0,4.0,0.0,0.0,0.0,3.871485367346791
7446084,110.95799999999998,-0.6184000000000001,34.14,0.0,2.0,0.0,0.0,0.0,3.816587592322785
7783008,128.97299999999998,-1.6136000000000001,57.53,2.0,1.0,0.0,0.0,0.0,3.5165656047815386
7783086,144.972,-1.7324000000000002,74.6,2.0,2.0,0.0,0.0,0.0,3.0442293016654127
13463677,79.865,-0.2401,34.14,0.0,2.0,0.0,0.0,0.0,0.9287668725692396
52686,257.43699999999995,2.1609,55.760000000000005,1.0,4.0,3.0,0.0,0.0,2.933549711085023
141517217,408.37600000000003,4.169700000000003,69.48,0.0,6.0,7.0,2.0,2.0,6.979718174515083
2893789,219.947,-4.5136,79.95,0.0,4.0,0.0,1.0,1.0,4.62545152207608
400852666,489.4880000000002,-0.24839999999999907,202.97999999999996,4.0,10.0,9.0,2.0,2.0,5.459563791430575
110488705,387.863,3.647700000000003,48.0,0.0,4.0,5.0,3.0,2.0,3.9764426666095467
53112280,199.25700000000003,2.837040000000001,37.81,1.0,3.0,2.0,2.0,2.0,3.872108768274823
123308,109.12799999999999,0.9743999999999997,46.25,2.0,2.0,0.0,1.0,1.0,4.3631936948327095
75092,84.933,1.4215,0.0,0.0,0.0,0.0,0.0,0.0,3.8834194736392282
79016,131.389,2.5017000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.641437752518767
1300216,98.96000000000001,1.8099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.356993004233452
2795393,538.2159999999999,1.5025,57.2,0.0,3.0,7.0,0.0,0.0,4.371475190528357
422640,164.029,1.2686,37.3,1.0,1.0,1.0,0.0,0.0,3.54515513999149
375224,214.03599999999997,1.9039000000000001,37.3,1.0,1.0,2.0,0.0,0.0,3.3247216988284207
2706903,264.04299999999995,2.5392,37.3,1.0,1.0,3.0,0.0,0.0,2.42021640338319
335762,514.0779999999999,5.715700000000001,37.3,1.0,1.0,8.0,0.0,0.0,3.413412695328245
108430,128.558,2.0456,20.23,1.0,1.0,0.0,1.0,1.0,3.5695708026269584
